Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Ashanti,Ahafo-Ano South,Sabronum  Health Centre,Health Centre,Sabronum,Government,7.088090,-1.890950
Ashanti,Sekyere South,Sacred Heart Maternity Clinic,Clinic,Bepoase,CHAG,7.086760,-1.555140
Ashanti,Atwima-Mponua,Saakrom Health Centre,Health Centre,Saakrom,Government,6.758710,-2.029930
Ashanti,Sekyere South,Salvation Army Clinic,Hospital,Wiamoase,CHAG,7.052130,-1.525210
Ashanti,Mampong Municipal,SDA Clinic Apaa,Clinic,Apaa,CHAG,6.970860,-1.443020
Ashanti,Bekwai Municipal,SDA Hospital,Hospital,Dominase,CHAG,6.310400,-1.391100
Ashanti,Ejisu-Juaben Municipal,SDA Hospital,Hospital,Onwe,CHAG,6.680010,-1.541610
Ashanti,Sekyere South,SDA Hospital Asamang,Hospital,Asamang,CHAG,7.053220,-1.509640
Ashanti,Sekyere South,SDA Hospital Wiamoase,Hospital,Wiamose,CHAG,6.902580,-1.433110
Ashanti,Ejura Sekyeredumasi,Sekyedumase Health Centre,Health Centre,Sekyedumase Health Centre,Government,7.313520,-1.579120
Ashanti,Sekyere East,Sekyere Health Centre,Health Centre,Sekyere,Government,6.926920,-1.374650
Ashanti,Sekyere East,Sekyere Methodist Clinic,Clinic,Sekyere,CHAG,6.926460,-1.374940
Ashanti,Sekyere East,Senchie Methodist Clinic,Clinic,Senkyi,CHAG,6.808180,-1.325070
Ashanti,Amansie West,Shalom Clinic,Health Centre,Watreso,CHAG,6.253510,-1.917970
Ashanti,Bekwai Municipal,Shalom Methodist Clinic,Clinic,Nsuaem #2,CHAG,6.364940,-1.366450
Ashanti,Adansi South,Sikaman Health Centre,Health Centre,Sikaman,Government,6.114990,-1.580450
Ashanti,Mampong Municipal,Sister Philipa Maternity Home,Maternity Home,Mampong Kokoase,Private,7.059210,-1.397030
Ashanti,Atwima-Mponua,Sreso Tinpom Health Centre,Health Centre,Sreso Tinpom,Government,6.622010,-2.303170
Ashanti,Sekyere East,St Luke Clinic,Clinic,Seniagya,CHAG,6.797740,-1.320260
Ashanti,Ejisu-Juaben Municipal,St. Annes Maternity Clinic,Clinic,Donyina,CHAG,6.639940,-1.497820
Ashanti,Ahafo-Ano South,St. Anns Maternity Home,Maternity Home,Essibey Nkwata,Private,6.845780,-1.760060
Ashanti,Ejura Sekyeredumasi,St. Anthony Maternity Clinic,Maternity Home,Anyinasu,Government,7.226430,-1.580110
Ashanti,Ahafo-Ano South,St. Edwards Clinic,Health Centre,Adwinyama,CHAG,6.880140,-1.874280
Ashanti,Ahafo-Ano South,St. Johns Clinic,Health Centre,Domeabra,CHAG,6.871830,-2.056780
Ashanti,Kwabre,St. Joseph's Clinic.,Clinic,Abira,CHAG,6.779280,-1.491260
Ashanti,Obuasi Municipal,St. Jude Hospital  Ltd.,Hospital,Bedieso-Obuasi,Private,6.207230,-1.681370
Ashanti,Ejura Sekyeredumasi,St. Luke Hospital Kasei,Hospital,Kasei,CHAG,7.539530,-1.346370
Ashanti,Amansie West,St. Martin's  Hospital,Hospital,Agroyesum,CHAG,6.413370,-1.881540
Ashanti,Amansie West,St. Martin's Catholic Clinic,Clinic,Abuoso,CHAG,6.313460,-2.109020
Ashanti,Bekwai Municipal,St. Mary's Clinic,Clinic,Yapesa,CHAG,6.451210,-1.368360
Ashanti,Ahafo-Ano South,St. Michael Clinic,Clinic,Dwenwoho,Private,6.859350,-1.756230
Ashanti,Atwima-Nwabiagya,St. Micheal Maternity Home,Maternity Home,Achiase,Private,7.000000,-2.000000
Ashanti,Offinso Municipal,St. Patricks Hospital,Hospital,Offinso,CHAG,6.931350,-1.681670
Ashanti,Atwima-Mponua,St. Peters Clinic,Clinic,Ntobroso,CHAG,6.535110,-2.042180
Ashanti,Amansie Central,St. Peters' Hospital,Hospital,Jacobu,CHAG,6.343310,-1.666690
Ashanti,Bekwai Municipal,St. Stephen's Clinic,Clinic,Huntade,Private,6.480400,-1.495100
Ashanti,Afigya-Kwabre,St. Theresa's Maternity Home,Maternity Home,Atimatim,Private,6.763590,-1.610930
Ashanti,Amansie Central,St. Thomas General and Maternity Clinic,Clinic,Hia,CHAG,6.208040,-1.776490
Ashanti,Sekyere Afram Plains,St. Vincent Clinic,Clinic,Drobonso,CHAG,7.007140,-1.127470
Ashanti,Ahafo-Ano North,Subriso Health Centre,Health Centre,Subriso,Government,6.816130,-2.266760
Ashanti,Ejisu-Juaben Municipal,Super Care Hospital,Hospital,Krapa-Ejisu,Private,6.720230,-1.481040
Ashanti,Atwima-Mponua,Tano-Odumasi Health Centre,Health Centre,Tano-Odumasi,CHAG,6.497050,-2.396620
Ashanti,Ahafo-Ano North,Tepa District Hospital,District Hospital,Tepa,Government,6.999660,-2.161020
Ashanti,Afigya-Kwabre,Tetrem Health Centre,Health Centre,Tetrem,Government,7.037430,-1.637350
Ashanti,Obuasi Municipal,The Queens Maternity Home,Maternity Home,New Estate-Obuasi,Private,6.207620,-1.672330
Ashanti,Ejisu-Juaben Municipal,Tikrom Clinic,Clinic,Tikrom,Government,6.731540,-1.513370
Ashanti,Bekwai Municipal,Tinkwamah Maternity Home,Maternity Home,Amoaful,Private,6.451390,-1.565370
Ashanti,Atwima-Nwabiagya,Toase Clinic,Clinic,Toase,Private,7.000000,-2.000000
Ashanti,Atwima-Kwanwoma,Trabuom Health Centre,Health Centre,Trabuom,Government,6.611420,-1.762520
Ashanti,Atwima-Kwanwoma,Trede Health Centre,Health Centre,Trede,Government,6.578030,-1.668590
Ashanti,Obuasi Municipal,Twumwaa Maternity Home,Maternity Home,Brahabebome,Private,6.192770,-1.624550
Ashanti,Atwima-Mponua,Victory Christ Maternity Home,Maternity Home,Mpasatia,Private,6.658360,-1.842230
Ashanti,Obuasi Municipal,Watt 250 Maternity  Home,Maternity Home,Kwabrafoso,Private,6.199170,-1.655560
Ashanti,Sekyere Afram Plains,Westphalian Hospital Complex,Hospital,Oyoko,Private,6.868020,-1.390490
Ashanti,Sekyere South,Wiamoase Clinic,Clinic,Wiamoase,Private,7.052640,-1.502650
Ashanti,Adansi North,Wioso Health Centre,Health Centre,Wioso,Government,6.281790,-1.661270
Ashanti,Ahafo-Ano South,Wioso Methodist Clinic,Clinic,Wioso,CHAG,6.955830,-2.006540
Ashanti,Kwabre,Wonoo Health Centre,Health Centre,Sakora Wonoo,Government,6.797510,-1.501480
Ashanti,Sekyere Afram Plains,Woraso Health Centre,Health Centre,Woraso,Government,6.876360,-1.276580
Ashanti,Ejisu-Juaben Municipal,Yaa Asantewaa Maternity Clinic,Maternity Home,Ejisu,Private,6.725050,-1.469980
Ashanti,Ejura Sekyeredumasi,Zambrama Community Clinic,Clinic,Zambrama,Government,7.520220,-1.420130
Ashanti,Asante-Akim North Municipal,Agogo Nurses Training Coll,Training Institution,Agogo,Government,6.8769125,-1.020322399
Ashanti,Offinso Municipal,Offinso Nurses/Midwifery Training School,Training Institution,Offinso,Government,6.8174259999,-1.3335824
Ashanti,Adansi North,Fomena Community Health Nurses Training School,Training Institution,Fomena,Government,6.2775431999999,-1.6372149999
Ashanti,Bekwai Municipal,Kokofu Health Assistants Training School,Training Institution,Kokofu,Government,6.44999999,-1.5833333
Ashanti,Ahafo-Ano North,Tepa Health Assistants Training School,Training Institution,Tepa,Government,6.9584844,-2.263039299
Ashanti,Asante-Akim South,Juaso SABS Hospital,Hospital,Juaso,Private,6.53445749999,-1.09694
Ashanti,Asante-Akim South,Pra River Apostolic Clinic,Clinic,Pra River,CHAG,6.53445749999,-1.09694
Ashanti,Atwima-Nwabiagya,Abuakwa Madonna Health Centre,Health Centre,Abuakwa,Government,6.5972124,-1.57899939999992
Ashanti,Atwima-Nwabiagya,Nkawie Clinic,Clinic,Nkawie,Private,6.5972124,-1.57899939999992
Ashanti,Atwima-Nwabiagya,Achiase Nyama Maternity Home,Maternity Home,Achiase,Private,6.5972124,-1.57899939999992
Ashanti,Atwima-Nwabiagya,Nerebehi Health Centre,Health Centre,Nerebehi,Government,6.5972124,-1.57899939999992
Ashanti,Atwima-Mponua,Anyinamso Maternity Home,Maternity Home,Anyinamso,Private,6.6588391,-2.22366669999996
Ashanti,Atwima-Mponua,Mpasatia Health Centre,Health Centre,Mpasatia,Government,6.6588391,-2.22366669999996
Ashanti,Atwima-Mponua,Kotokuom Health Centre,Health Centre,Kotokuom,Government,6.6588391,-2.22366669999996
Ashanti,Ejura Sekyeredumasi,Anyinasu SDA Clinic,Clinic,Anyinaso,CHAG,7.38333329999999,-1.36666669999999
Ashanti,Ahafo-Ano North,Ante Amma Maternity Home,Maternity Home,Abonsuaso,Private,6.9584844,-2.26303929999994
Ashanti,Ahafo-Ano North,Adom Nyame Clinic,Clinic,Abonsuaso,Private,6.9584844,-2.26303929999994
Ashanti,Ahafo-Ano North,Janet Maternity Home,Maternity Home,Anyinasuso,Private,6.9584844,-2.26303929999994
Ashanti,Mampong Municipal,Mampong Municipal Health Directorate,Municipal Health Directorate,Mampong,Government,6.9584844,-2.26303929999994
Ashanti,Mampong Municipal,Mampong Midwifery Training School,Training Institution,Mampong,Government,7.023450,-1.235980
Ashanti,Mampong Municipal,Mampong Health Assistants Training School,Training Institution,Mampong,Government,7.023210,-0.235930
Ashanti,Mampong Municipal,Mampong Government Hospital,Hospital,Mampong,Government,7.060683,-1.404434
Ashanti,Mampong Municipal,Mampong Phillipa  Maternity Home,Clinic,Mampong,Private,7.060683,-1.404434
Ashanti,Mampong Municipal,Mampong Nadaworoma Maternity Home,Clinic,Mampong,Private,7.060683,-1.404434
Ashanti,Mampong Municipal,Adidwan Health Centre,Health Centre,Adidwan,Government,7.150670,-0.241020
Ashanti,Mampong Municipal,Mampong Quality Hospital,Hospital,Mampong,Private,7.150670,-0.241020
Ashanti,Mampong Municipal,Apaa Sda Clinic,Clinic,Apaa,CHAG,7.150670,-0.241020
Ashanti,Kwabre,Asonomaso Government Hospital,District Hospital,Asonamaso,Government,6.801620,-1.513740
Ashanti,Afigya-Kwabre,Atimatim osei Yeboah Clinic,Clinic,Atimatim,Private,7.0469952,-1.63721499999996
Ashanti,Kwabre,Ahwiaa Maame Rose Maternity,Clinic,Ahwiaa,Private,6.758320,-1.567360
Ashanti,Kwabre,Adanwomase Eye Awurade Maternity Home,Clinic,Adanwomase,Private,6.791530,-1.495500
Ashanti,Adansi South,Wamase Health Centre,Health Centre,Wamase,Government,6.1507611,-1.44346900000005
Ashanti,Adansi South,Wuriyie Clinic,Clinic,Wuriyie,Private,6.1507611,-1.44346900000005
Ashanti,Ahafo-Ano South,Biemso Health Centre,Health Centre,Biemso,Government,6.1507611,-1.44346900000005
Ashanti,Ahafo-Ano South,Wioso Health Centre,Health Centre,Wioso,Government,6.1507611,-1.44346900000005
Ashanti,Ahafo-Ano South,Anitemfe Health Centre,Health Centre,Anitemfe,Government,6.1507611,-1.44346900000005
Ashanti,Ahafo-Ano South,Asuadei Eno Mary Maternity Home,Clinic,Asuadei,Private,6.1507611,-1.44346900000005
Ashanti,Sekyere East,Asokore Ahmadyya Muslem Hospital,Hospital,Asokore,Islamic,7.17828169999999,-0.829400200000009
Ashanti,Amansie Central,Tweapease Clinic,Clinic,Tweapease,Government,6.2767655,-1.8708613
Ashanti,Amansie Central,Fenaso Chps,Clinic,Fenaso,Government,6.2767655,-1.8708613
Ashanti,Bosome Freho,Dunkura  Health  Centre,Health Centre,Dunkura,Government,,
Ashanti,Bosome Freho,Yapesa St.Mary Clinic,Clinic,Yapesa,CHAG,,
Ashanti,Obuasi Municipal,Obuasi Municipal Health Directorate,Municipal Health Directorate,Obuasi,Government,6.0228947,-1.71495800000002
Ashanti,Amansie West,Esaase Bontefufuo Mother Of God Clinic,Clinic,Esaase Bontefufuo,Private,6.4466432,-1.94902100000001
Ashanti,Amansie West,Manso Nkran Amansie Resources Clinic,Clinic,Manso  Nkran,Quasi-Government,6.4466432,-1.94902100000001
Ashanti,Amansie West,Aborso Clinic,Clinic,Aborso,Private,6.4466432,-1.94902100000001
Ashanti,Amansie West,Watreso Methodist Shalom Clinic,Clinic,Watreso,CHAG,6.4466432,-1.94902100000001
Ashanti,Amansie West,Ankam Community Clinic,Clinic,Ankam,Government,6.4466432,-1.94902100000001
Ashanti,Amansie West,Mpraniase Chps,CHPS,Mpraniase,Government,6.4466432,-1.94902100000001
Ashanti,Amansie West,Manso Nkran Chps,CHPS,Manso Nranso,Government,6.4466432,-1.94902100000001
Ashanti,Amansie West,Aboaboso Chps,CHPS,Aboaboso,Government,6.4466432,-1.94902100000001
Ashanti,Amansie West,Akyekyerekrom Chps,CHPS,Akyekyerekrom,Government,6.4466432,-1.94902100000001
Ashanti,Asante-Akim North Municipal,Konongo Adom Hospital,Hospital,Konongo,Private,6.8769125,-1.02032239999994
Ashanti,Asante-Akim North Municipal,Konongo Patience Clinic,Clinic,Konongo,Private,6.8769125,-1.02032239999994
Ashanti,Offinso North,Nyamebekyere Cliinic,Clinic,Offinso,Private,6.597212,-1.578999
Ashanti,Atwima-Kwanwoma,Bebu Emmanuel Methodist Clinic,Clinic,Bebu,CHAG,6.5972124,-1.57899939999992
Ashanti,Atwima-Kwanwoma,Brofoyedru Eye Adom Maternity Clinic,Clinic,Brofoyedru,Private,6.5972124,-1.57899939999992
Ashanti,Atwima-Kwanwoma,Nweneso Iii Health Centre,Health Centre,Nwiniso Iii,Government,6.5972124,-1.57899939999992
Ashanti,Kumasi Metropolitan,4 Medical Research Station,Clinic,Barracks-Bantama,Quasi-Government,6.808130,-1.539330
Ashanti,Kumasi Metropolitan,Abrafi Memorial Hospital,Hospital,Dichemso,Private,6.815270,-1.595890
Ashanti,Kumasi Metropolitan,Abu Clinic,Clinic,Ahenbronum-Tafo,Private,9.777910,-1.644110
Ashanti,Kumasi Metropolitan,Academy Clinic,Clinic,Asokore Mampong,Private,6.788370,-1.561350
Ashanti,Kumasi Metropolitan,Adabie Hospital,Hospital,Atonsu,Private,6.754860,-1.527440
Ashanti,Kumasi Metropolitan,Adeb-Sab Maternity Home and Clinic,Maternity Home,Magazine,Private,6.822870,-1.522270
Ashanti,Kumasi Metropolitan,Aded-Sab Maternity Home,Maternity Home,Maakro,Private,6.840020,-1.553720
Ashanti,Kumasi Metropolitan,Adom Nyame Clinic,Clinic,Sepe Timpon,Private,6.816140,-1.476750
Ashanti,Kumasi Metropolitan,Adum Clinic,Clinic,Adum,Private,6.810470,-1.638660
Ashanti,Kumasi Metropolitan,AG Timbers Clinic,Clinic,Kaase,Quasi-Government,6.788750,-1.561090
Ashanti,Kumasi Metropolitan,Agyeman Memorial Clinic,Clinic,Adum,Private,6.814620,-1.648770
Ashanti,Kumasi Metropolitan,Agyenkwa N'adom Clinic,Clinic,Buokrom,Private,6.799620,-1.645430
Ashanti,Kumasi Metropolitan,Agyenkwa Nyame Clinic,Clinic,Tanoso,Private,6.785070,-1.566550
Ashanti,Kumasi Metropolitan,Ahmadiya Hospital,Hospital,Sepe Timpon,Private,6.742460,-1.558770
Ashanti,Kumasi Metropolitan,Ahmadiya Muslim Clinic,Clinic,Boadi,Private,6.832950,-1.476950
Ashanti,Kumasi Metropolitan,Akyaa Memoria Hospital,Clinic,Makro,Private,6.790890,-1.560910
Ashanti,Kumasi Metropolitan,Alpha Maternity Home,Maternity Home,Sokoban,Private,6.848190,-1.549340
Ashanti,Kumasi Metropolitan,Amamata Memorial Maternity Home,Maternity Home,Sawaba,Private,6.847750,-1.561650
Ashanti,Kumasi Metropolitan,Amanfrom Clinic and Laboratory,Clinic,North Zong-Manhyia,Private,6.774740,-1.639060
Ashanti,Kumasi Metropolitan,Amoah Memorial Hospital,Hospital,Pankrono,Private,6.779280,-1.491260
Ashanti,Kumasi Metropolitan,Ampabame Clinic,Clinic,Ampabame,Private,6.763590,-1.610930
Ashanti,Kumasi Metropolitan,Ampomaa Memorial Maternity Home,Maternity Home,Anwomaso-High Tension,Private,6.797510,-1.501480
Ashanti,Kumasi Metropolitan,Animah Clinic,Clinic,S-line Atonsu,Private,6.650680,-1.597570
Ashanti,Kumasi Metropolitan,Animwaa Medical Centre,Hospital,Amena,Private,6.665180,-1.535210
Ashanti,Kumasi Metropolitan,Anwiam Clinic,Clinic,Afful Nkwanta,Private,6.690710,-1.601380
Ashanti,Kumasi Metropolitan,Anwomaso Health Centre,Health Centre,Anwomase,Government,6.691630,-1.526780
Ashanti,Kumasi Metropolitan,Apatrapa Health Centre,Health Centre,Apatrapa,Government,6.707110,-1.683020
Ashanti,Kumasi Metropolitan,Asihene's Clinic,Clinic,Krofrom,Private,6.712240,-1.612120
Ashanti,Kumasi Metropolitan,Assalam Clinic,Clinic,Akrome,Private,6.697790,-1.593610
Ashanti,Kumasi Metropolitan,Asuoyeboa Clinic,Clinic,Asuoyeboa,Private,6.692330,-1.668710
Ashanti,Kumasi Metropolitan,Atasemanso Hospital,Hospital,Atasemanso,Private,6.652070,-1.633180
Ashanti,Kumasi Metropolitan,Atsyor Hospital Complex,Hospital,Ataafoa-Pankrono,Private,6.749750,-1.617640
Ashanti,Kumasi Metropolitan,Atwima Timbers Clinic,Clinic,Asokwa,Quasi-Government,6.669120,-1.610250
Ashanti,Kumasi Metropolitan,Ayeduasi Health Centre,Health Centre,Ayigya,Government,6.686650,-1.572940
Ashanti,Kumasi Metropolitan,Ayiwa Maternity Home,Maternity Home,New Suame,Private,6.715660,-1.633770
Ashanti,Kumasi Metropolitan,Baby Pearl Maternity Home/Clinic,Maternity Home,Buokrom,Private,6.738380,-1.589110
Ashanti,Kumasi Metropolitan,Bantama Clinic,Clinic,Bantama,Private,6.705150,-1.635510
Ashanti,Kumasi Metropolitan,Bibiani Logging and Lumber Company Clin,Clinic,Kaase,Quasi-Government,6.663720,-1.604670
Ashanti,Kumasi Metropolitan,Bilsons Allens Clinic,Clinic,Ahinsan,Private,6.670880,-1.588790
Ashanti,Kumasi Metropolitan,Bimpeh Hill Clinic,Clinic,New Amakom,Private,6.681670,-1.599260
Ashanti,Kumasi Metropolitan,Bimpeh Hill Hospital Annex,Clinic,Ashanti New Town,Private,6.708820,-1.619110
Ashanti,Kumasi Metropolitan,Boatemaa Maternity Home,Maternity Home,Asokore Mampong,Private,6.713710,-1.566830
Ashanti,Kumasi Metropolitan,Boatemaa Memorial Hospital,Hospital,Asawase,Private,6.706340,-1.604940
Ashanti,Kumasi Metropolitan,Bomso Specialist Hospital,Hospital,Bomso,Private,6.684530,-1.578880
Ashanti,Kumasi Metropolitan,Brainok Salvation Clinic,Clinic,Ash Town,Private,6.704790,-1.622950
Ashanti,Kumasi Metropolitan,Bremang Clinic,Clinic,Bremang,Private,6.741660,-1.630880
Ashanti,Kumasi Metropolitan,Central Male  Prisons Clinic,Clinic,Adum,Quasi-Government,6.693610,-1.624110
Ashanti,Kumasi Metropolitan,Central Maternity Home,Maternity Home,Pankrono,Private,6.749440,-1.604180
Ashanti,Kumasi Metropolitan,Central Maternity Home - ANNEX,Maternity Home,Tafo Zongo,Private,6.733310,-1.633810
Ashanti,Kumasi Metropolitan,Charity Hospital,Hospital,Kropo,Private,6.718180,-1.642210
Ashanti,Kumasi Metropolitan,Christ the King Clinic,Clinic,Ahinsan,Private,6.662570,-1.600410
Ashanti,Kumasi Metropolitan,Church of Christ Mission,Clinic,Bomso,CHAG,6.685830,-1.579320
Ashanti,Kumasi Metropolitan,City Hospital,Hospital,Stadium,Private,6.680160,-1.603710
Ashanti,Kumasi Metropolitan,Clinic Ash Town Ltd.,Clinic,Ash Town,Private,6.705180,-1.619430
Ashanti,Kumasi Metropolitan,Coca Cola Bottling Clinic,Clinic,Ahinsan,Quasi-Government,6.665110,-1.602990
Ashanti,Kumasi Metropolitan,Cocoa Clinic,Clinic,Cocobod-Adum,Quasi-Government,6.683680,-1.616670
Ashanti,Kumasi Metropolitan,Comfort Maternity Home,Maternity Home,Oduom,Private,6.695610,-1.541940
Ashanti,Kumasi Metropolitan,Complementary Clinic,Clinic,Gyinase,Private,6.662350,-1.575970
Ashanti,Kumasi Metropolitan,Cosmos Clinic,Clinic,Bremang - Azar Junction,Private,6.730390,-1.627360
Ashanti,Kumasi Metropolitan,County Hospital,Hospital,Abrepo,Private,6.726510,-1.657960
Ashanti,Kumasi Metropolitan,CPC Maternity and Clinic,Clinic,Amanfrom,Private,6.755430,-1.684120
Ashanti,Kumasi Metropolitan,Dr. Brown Clinic,Clinic,Mile 3 Old Tafo,Private,6.726550,-1.615190
Ashanti,Kumasi Metropolitan,Dr. Okyere Piese Clinic,Clinic,Dichemso,Private,6.710910,-1.607510
Ashanti,Kumasi Metropolitan,Dr. Osei Clinic,Clinic,Akrome,Private,6.699390,-1.590170
Ashanti,Kumasi Metropolitan,Dr. Quaye Clinic,Clinic,Asuogya,Private,6.712720,-1.642830
Ashanti,Kumasi Metropolitan,Dunkirk Clinic,Clinic,Bompata,Private,6.692160,-1.618530
Ashanti,Kumasi Metropolitan,Ebenezer Clinic,Clinic,Anloga,Private,6.678240,-1.592340
Ashanti,Kumasi Metropolitan,Ebenezer Maternity Home,Maternity Home,Abrepo Junction,Private,6.709950,-1.638120
Ashanti,Kumasi Metropolitan,Eliza Maternity Home,Maternity Home,Akwatialine,Private,6.694910,-1.607480
Ashanti,Kumasi Metropolitan,Emahata Clinic,Clinic,Kwadaso,Private,6.692560,-1.658130
Ashanti,Kumasi Metropolitan,Enec Dental Clinic,Clinic,Ash Town,Private,6.703380,-1.617680
Ashanti,Kumasi Metropolitan,Faith Clinic,Clinic,Adum,Private,6.694990,-1.624110
Ashanti,Kumasi Metropolitan,Faith Maternity Home,Maternity Home,Krofrom,Private,6.714770,-1.615740
Ashanti,Kumasi Metropolitan,Florence Maternity Home,Maternity Home,Anloga,Private,6.680610,-1.592840
Ashanti,Kumasi Metropolitan,Gansmen's Medical Centre,Clinic,Bremang North,Private,6.740110,-1.625490
Ashanti,Kumasi Metropolitan,Ghana Brewery Clinic,Clinic,Ahinsan,Quasi-Government,6.663850,-1.601140
Ashanti,Kumasi Metropolitan,Ghana Guiness Breweries Group Clinic,Clinic,Ahinsan,Quasi-Government,6.650850,-1.607570
Ashanti,Kumasi Metropolitan,Girbrines Health Services and Clinic,Clinic,Akwatialine Zongo,Private,6.694770,-1.614180
Ashanti,Kumasi Metropolitan,Gloria Memorial Hospital,Hospital,Akwatialine,Private,6.694880,-1.607540
Ashanti,Kumasi Metropolitan,God First Clinic,Clinic,Zone 3 Suame,Private,6.719660,-1.628950
Ashanti,Kumasi Metropolitan,God's Glory Maternity Clinic,Maternity Home,Kronum,Private,6.751090,-1.638850
Ashanti,Kumasi Metropolitan,Graceland Clinic,Clinic,Bremang,Private,6.742290,-1.635930
Ashanti,Kumasi Metropolitan,Habitat Sawmill Clinic,Clinic,Kaase,Quasi-Government,6.638720,-1.609250
Ashanti,Kumasi Metropolitan,Happy Day Maternity Home,Maternity Home,Kronum,Private,6.755450,-1.644390
